,Comentarios,Depresivo,TweetPre,Idioma
825,"me dio un ataque de ansiedad en el colegio, hace mucho no me pasaba y fue re feo, solo lloraba y no podia respirar, necesitaba sentirme libre pero me sentia encerrada como siempre",1,me dio un ataque de ansiedad en el colegio hace mucho no me pasaba y fue re feo solo lloraba y no podia respirar necesitaba sentirme libre pero me sentia encerrada como siempre,es
827,"@dani06al No existen palabras mágicas para curar o aliviar la depresión pero estar rodeada de cariño y afecto ayuda, por supuesto con terapia y tratamiento médico especializado. Un abrazo.",1,no existen palabras magicas para curar o aliviar la depresion pero estar rodeada de carino y afecto ayuda por supuesto con terapia y tratamiento medico especializado un abrazo,es
828,"Necesito un sustituto del café, que me despierte pero que no me de tales niveles de ansiedad y taquicardias",1,necesito un sustituto del cafe que me despierte pero que no me de tales niveles de ansiedad y taquicardias,es
834,"como le digo a mamá que no me puedo levantar de la cama sin que se moleste, ando tan deprimida y bajoneada, lo unico que quiero es dormir🙃",1,como le digo mama que no me puedo levantar de la cama sin que se moleste ando tan deprimida y bajoneada lo unico que quiero es dormir,es
852,me estoy mentalizando para el 3.3 porque seguramente no me saldrá itto y caeré en una depresión severa https://t.co/4vha0B9mDP,1,me estoy mentalizando para el porque seguramente no me saldra itto y caere en una depresion severa,es
856,"Por qué tendría que pasar por un cuadro de ansiedad si fui a divertirme?

🧠: Uhmm, no sé",1,por que tendria que pasar por un cuadro de ansiedad si fui divertirme uhmm no se,es
864,"la depresión no tiene edad, los ataques de pánico no son un show, la ansiedad no es una exageración, la baja autoestima no es un juego, la salud mental es tan importante como la física; empiecen a ser más empáticos y respetuosos con todos",1,la depresion no tiene edad los ataques de panico no son un show la ansiedad no es una exageracion la baja autoestima no es un juego la salud mental es tan importante como la fisica empiecen ser mas empaticos y respetuosos con todos,es
865,Estoy con tanta ansiedad y estrés que hoy me desperté teniendo arcadas jaksjd la estoy pasando re mal necesito estar operado y poder respirar tranquilo,1,estoy con tanta ansiedad y estres que hoy me desperte teniendo arcadas jaksjd la estoy pasando re mal necesito estar operado y poder respirar tranquilo,es
875,"No, no es normal que tu pareja, amiga, amigo, familiar te genere ansiedad",1,no no es normal que tu pareja amiga amigo familiar te genere ansiedad,es
880,La ansiedad me come cuando alguien me dice que sabe algo pero que no me lo quiere decir para que no me sienta mal o me duela :',1,la ansiedad me come cuando alguien me dice que sabe algo pero que no me lo quiere decir para que no me sienta mal o me duela,es
884,"Me dejaste todo 2021 SOLO pero me fui? Te engañe? Te ocupe de excusa para ver si otro era mejor?
El de hablar al día siguiente después de haberme cagado, no era avaricioso? Yo era el malo jjajajaja, crisis de ansiedad, ganas de morir, ganas de vomitar al verme, llantos durante",1,me dejaste todo solo pero me fui te engane te ocupe de excusa para ver si otro era mejor el de hablar al dia siguiente despues de haberme cagado no era avaricioso yo era el malo crisis de ansiedad ganas de morir ganas de vomitar al verme llantos durante,es
900,"me pone triste pensar que no estoy disfrutando el momento, en 5 años cuando piense en cuando tenía 18 no más y debía de estar disfrutando mi vida estaba más deprimida que nunca",1,me pone triste pensar que no estoy disfrutando el momento en anos cuando piense en cuando tenia no mas y debia de estar disfrutando mi vida estaba mas deprimida que nunca,es
902,JAJA les juro que jamás en vida había deseado tanto que fuera diciembre para que me dieran el aguinaldo. Y pongo JAJA pero la verdad ya me andan dando mis crisis de ansiedad 🙃 ser adulto no está chido.,1,les juro que jamas en vida habia deseado tanto que fuera diciembre para que me dieran el aguinaldo y pongo pero la verdad ya me andan dando mis crisis de ansiedad ser adulto no esta chido,es
903,La ansiedad que tengo pensando que podría ser hoy 🙄,1,la ansiedad que tengo pensando que podria ser hoy,es
905,la depresión me tiene con una pérdida de memoria increíble,1,la depresion me tiene con una perdida de memoria increible,es
911,@DessmonddSKRR No no con rutinas mejor cura la depresión y todo,1,no no con rutinas mejor cura la depresion y todo,es
915,mi ansiedad ahora mismo no me está ayudando en absoluto,1,mi ansiedad ahora mismo no me esta ayudando en absoluto,es
923,"Maldigo el día en él k me puse un cigarro en la boca.
Atte. La ansiedad",1,maldigo el dia en el k me puse un cigarro en la boca atte la ansiedad,es
924,"Hacer un grupo y salir, para que ellas organicen me mata la ansiedad 😢",1,hacer un grupo y salir para que ellas organicen me mata la ansiedad,es
931,la ansiedad me está consumiendo la vida,1,la ansiedad me esta consumiendo la vida,es
943,"@MaoHolidayUK @LeonardojSierra Jajaja no q le daba ansiedad los exámenes, se desconcentraba y se le olvidaba todo??? Nadie lo va contratar por lástima, ya si superó esos miedo y complejos pues felicitaciones! 👌🏼",1,no q le daba ansiedad los examenes se desconcentraba y se le olvidaba todo nadie lo va contratar por lastima ya si supero esos miedo y complejos pues felicitaciones,es
946,como putas hay gente que romantiza la ansiedad??? no tiene nada de chiva no poder estar 2 minutos sola sin volverme loca con mis propios pensamientos,1,como putas hay gente que romantiza la ansiedad no tiene nada de chiva no poder estar minutos sola sin volverme loca con mis propios pensamientos,es
948,comerte los dedos por la ansiedad es lo peor que te puede pasar,1,comerte los dedos por la ansiedad es lo peor que te puede pasar,es
953,El futuro prende mi ansiedad,1,el futuro prende mi ansiedad,es
955,"@jmacius1984 @DCognitivos Pues imagínate a ellos 😑😑 ataques de ansiedad y 10 años luchando en los tribunales 🤝 probar su inocencia, además de del pastón gastado en abogados 🤷🏻‍♀️",1,pues imaginate ellos ataques de ansiedad y anos luchando en los tribunales probar su inocencia ademas de del paston gastado en abogados,es
958,La ansiedad me va a dejar pelada,1,la ansiedad me va dejar pelada,es
959,"@Ypl32 Hola !!! Buen jueves..!!
Recién ahora estoy saliendo de la depresión q me produjo la noticia de q se iba...🙁😱",1,hola buen jueves recien ahora estoy saliendo de la depresion q me produjo la noticia de q se iba,es
961,"Yo: *no bebo café entre semana por si me da insomnio/ansiedad*
mi compañera: son la 1 y llevo cuatro cafés hoy ahora voy a por el quinto",1,yo no bebo cafe entre semana por si me da insomnio ansiedad mi companera son la y llevo cuatro cafes hoy ahora voy por el quinto,es
971,"Una depresión cargo 😔😔😔
por qué se fue todo ala mierda ?
Si veníamos tan bien loco 🤦🏻‍♀️💔",1,una depresion cargo por que se fue todo ala mierda si veniamos tan bien loco,es
975,"🤔🤔Una 'playlist' de música, una pastilla alucinante y tres meses sin síntomas, así es la nueva terapia contra la depresión https://t.co/253qKJlBsb vía @ABC_Sociedad",1,una playlist de musica una pastilla alucinante y tres meses sin sintomas asi es la nueva terapia contra la depresion via,es
977,"Tremendo ataque de ansiedad me ha dado en clase, a ridícula no me gana nadie :)",1,tremendo ataque de ansiedad me ha dado en clase ridicula no me gana nadie,es
978,"@protestona1 @elmundoes Verás en Mayo, tu depresión va a ser legendaria🤣🤣🤣🤣🤣",1,veras en mayo tu depresion va ser legendaria,es
992,"@uruguaynoma12 @Nacional @PumaRodriguez04 @Uruguay Ojalá, me gana la ansiedad",1,ojala me gana la ansiedad,es
994,dios mío todo depende de esta tarde y la ansiedad que cargo es abusa,1,dios mio todo depende de esta tarde y la ansiedad que cargo es abusa,es
996,Odio cómo la ansiedad me da ganas de vomitar todo el tiempo.,1,odio como la ansiedad me da ganas de vomitar todo el tiempo,es
998,@teffff17 @Verbena988 X2 jajaja ahora me veré en la penosa situación de ir a buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza 🥹,1,x ahora me vere en la penosa situacion de ir buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza,es
999,"Ando tan ansiosa que me cuesta dormir, pero no veo la hora de salir de aquí y empezar una nueva vida, una nueva todo, con miedo pero pa lante.",1,ando tan ansiosa que me cuesta dormir pero no veo la hora de salir de aqui y empezar una nueva vida una nueva todo con miedo pero pa lante,es
1006,Aunque te diga que estoy bien tengo ansiedad,1,aunque te diga que estoy bien tengo ansiedad,es
1012,"Ayer tuve consulta y salí feliz, nerviosa, ansiosa, de todo🥴⏳😍",1,ayer tuve consulta y sali feliz nerviosa ansiosa de todo,es
1017,"*Mi mamá se enferma de la gripe*
Mi ansiedad inmediatamente: Se va a morir🥺",1,mi mama se enferma de la gripe mi ansiedad inmediatamente se va morir,es
1024,necesito hablar con alguien tengo mucha ansiedad :( ya llame a todes pero mimiendo gaby fue la guerrera que me contestó,1,necesito hablar con alguien tengo mucha ansiedad ya llame todes pero mimiendo gaby fue la guerrera que me contesto,es
1026,Me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,1,me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,es
1028,Pude haber nacido con millones pero naci con ansiedad,1,pude haber nacido con millones pero naci con ansiedad,es
1033,"#CuerpoMenteEspiritu, la salud mental ese problema del siglo XXI es importante detectar las señales a tiempo y buscar la ayuda apropiada: ansiedad,insomnio, falta de concentración, encierro… https://t.co/zFYldbVvrI",1,cuerpomenteespiritu la salud mental ese problema del siglo xxi es importante detectar las senales tiempo y buscar la ayuda apropiada ansiedad insomnio falta de concentracion encierro,es
1036,"pero y yo ahora por qué tengo ansiedad @ universo, que todo va bien",1,pero y yo ahora por que tengo ansiedad universo que todo va bien,es
1041,Creo que perdí todo tipo de hype por yashahime. Ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime. Ojalá cuando salga el capítulo del manga me vuelva pero ya ni se que pensar https://t.co/LJ6U91Z8AV,1,creo que perdi todo tipo de hype por yashahime ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime ojala cuando salga el capitulo del manga me vuelva pero ya ni se que pensar,es
1044,"estoy en el curso y siento ansiedad, ya me quiero ir a mi casa 🤙🏻",1,estoy en el curso y siento ansiedad ya me quiero ir mi casa,es
1056,Entro en crisis  de ansiedad  *procede hacer pan*  80 años tengo,1,entro en crisis de ansiedad procede hacer pan anos tengo,es
1057,Hoy se come Fugazzeta rellena y noche de heladerías. Se cancela la depresión 🎉🎊,1,hoy se come fugazzeta rellena y noche de heladerias se cancela la depresion,es
1060,@oliideolivia Jose tomas: el suicidio 😃😃😃😃 la depresión 😆😆😝😝,1,jose tomas el suicidio la depresion,es
1071,"Mis ataques de ansiedad se ven así

Yo por fuera     //     Yo por dentro https://t.co/yviSEoWZn4 https://t.co/eiVyBdSg20",1,mis ataques de ansiedad se ven asi yo por fuera yo por dentro,es
1072,"Estúpido yo ?
Estúpida la gente que se corta las 
venas solo por depresión",1,estupido yo estupida la gente que se corta las venas solo por depresion,es
1080,"""La vida sucede. No tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar"".",1,la vida sucede no tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar,es
1097,"No me saco de la cabeza ese día que te pusiste a llorar de lo mal que me veías, el día que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte. 
Eras lo único que tenía, la única persona que me comprendía.🦆🤍",1,no me saco de la cabeza ese dia que te pusiste llorar de lo mal que me veias el dia que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte eras lo unico que tenia la unica persona que me comprendia,es
1098,Estoy más ansiosa yo que celeste 🤦🏻‍♀️,1,estoy mas ansiosa yo que celeste,es
1114,Que ansiedad de que sea mañana mk,1,que ansiedad de que sea manana mk,es
1117,tengo las manos horribles de la ansiedad 😭😭😭,1,tengo las manos horribles de la ansiedad,es
1118,"@VenezuelaSaime no eh dormido de la ansiedad y la angustia como es posible que pague 2 tramites y aun no tenga asignación de cita nacional, les pido revisar mi caso, estimados quiero dar fe de que si responden a los usuarios",1,no eh dormido de la ansiedad y la angustia como es posible que pague tramites y aun no tenga asignacion de cita nacional les pido revisar mi caso estimados quiero dar fe de que si responden los usuarios,es
1122,"Si quieren ayudar a alguien con depresión, ansiedad o cualquier otra condición de salud mental, por favor, NO LE DIGAN que ponga de su parte...
Es tan ilógico como decirle a un hipertenso que ponga de su parte y baje su tensión sin tratamiento 🤡",1,si quieren ayudar alguien con depresion ansiedad o cualquier otra condicion de salud mental por favor no le digan que ponga de su parte es tan ilogico como decirle un hipertenso que ponga de su parte y baje su tension sin tratamiento,es
1140,puta depresión ya déjame en paz,1,puta depresion ya dejame en paz,es
1145,Hoy me esta costando horrores controlar mi ansiedad,1,hoy me esta costando horrores controlar mi ansiedad,es
1151,volvemos a mi episodio favorito de depresión y tristeza,1,volvemos mi episodio favorito de depresion y tristeza,es
1157,"Perdon si no estado muy  activa , e tenido muchos problemas familiares y e tenido muchas cosas que hacer , estoy deprimida y no e tenido muchos animos de hacer contenido para ustedes 🥺❤️ intento mejorar y dejar de estar depre 🥹 espero me sigan queriendo 💟 LOS QUIERO 🥺",1,perdon si no estado muy activa e tenido muchos problemas familiares y e tenido muchas cosas que hacer estoy deprimida y no e tenido muchos animos de hacer contenido para ustedes intento mejorar y dejar de estar depre espero me sigan queriendo los quiero,es
1160,No he escuchado ninguna pero mi ansiedad me dice que lo haga,1,no he escuchado ninguna pero mi ansiedad me dice que lo haga,es
1162,Descubrí a alguien más ansioso que yo 🤣,1,descubri alguien mas ansioso que yo,es
1183,@ydbg99 @Liiiisss07 Me da ansiedad cuando procastino alguno 🥹🥹,1,me da ansiedad cuando procastino alguno,es
1190,voy a entrar en depresión ctm que rabia,1,voy entrar en depresion ctm que rabia,es
1206,Este día me hunde en la depresión total,1,este dia me hunde en la depresion total,es
1207,"@kluivert15 @TimmyOToole10 @MuriqiVedat @RCD_Mallorca Ahí este chico del Valencia tiene razón.
Creo que pasó por algún tipo de depresión y eso no es ninguna broma",1,ahi este chico del valencia tiene razon creo que paso por algun tipo de depresion y eso no es ninguna broma,es
1217,Que tu psicologa te pregunte que si te medicas o te has medicado por la depresion &lt;&lt;&lt;&lt;&lt;&lt;,1,que tu psicologa te pregunte que si te medicas o te has medicado por la depresion lt lt lt lt lt lt,es
1222,"Estoy estresada tomándome medicación para no tener ansiedad, no me quiero imaginarme cómo estaría si no la tomase",1,estoy estresada tomandome medicacion para no tener ansiedad no me quiero imaginarme como estaria si no la tomase,es
1224,"@elprogramadear Una crisis de ansiedad es algo muy serio , Gk ¿NO? Pues claro q sii ##",1,una crisis de ansiedad es algo muy serio gk no pues claro q sii,es
1226,Levantarme con esta ansiedad es lo peor,1,levantarme con esta ansiedad es lo peor,es
1227,A qué punto hemos llegado para que exponer delante de un grupo de personas sea causante de ataques de ansiedad???,1,que punto hemos llegado para que exponer delante de un grupo de personas sea causante de ataques de ansiedad,es
1228,Tremendo ataque de ansiedad m dio en clase,1,tremendo ataque de ansiedad m dio en clase,es
1236,Mk mi ansiedad está volviendo🙄,1,mk mi ansiedad esta volviendo,es
1244,@Scissorsally_ Creo que el motivo principal fue que no sabía qué hacer para estar un poco mejor y poder seguir con mi vida. No tenía depresión fue a causa de la ansiedad. Pero para mí fue por buscar una solución.,1,creo que el motivo principal fue que no sabia que hacer para estar un poco mejor y poder seguir con mi vida no tenia depresion fue causa de la ansiedad pero para mi fue por buscar una solucion,es
1246,"@sorricilla La tricotilomanía es un tipo de TOC, ya lo sabrás. Normalmente responde  a estados de ansiedad o estrés que no puedes manejar de otra forma. Suelen mandar ISRS pero tú ya llevas alguno.",1,la tricotilomania es un tipo de toc ya lo sabras normalmente responde estados de ansiedad o estres que no puedes manejar de otra forma suelen mandar isrs pero tu ya llevas alguno,es
1249,"Muerto xd, ya en la noche todos ya estaban simbrados por el alcohol comenzábamos ver el cielo, todos admiraban la bonita vista, pero yo me sentía como que ansioso a ver tantas estrellas y ver cómo algunas se desviaban de forma extraña, dirigiéndose a donde estábamos todos",1,muerto xd ya en la noche todos ya estaban simbrados por el alcohol comenzabamos ver el cielo todos admiraban la bonita vista pero yo me sentia como que ansioso ver tantas estrellas y ver como algunas se desviaban de forma extrana dirigiendose donde estabamos todos,es
1252,Estoy muy apesadumbrado; al borde d la depresión. Saben xq? CAGGIANI ME BLOQUEÓ. No soporto mis comentarios. Parece q aquello de “EL FA TE ESCUCHA” es selectivo y discriminador. Parece q solo escuchan lo q les gusta escuchar. El psicólogo me dijo q el problema es suyo y no mío 😜,1,estoy muy apesadumbrado al borde d la depresion saben xq caggiani me bloqueo no soporto mis comentarios parece q aquello de el fa te escucha es selectivo y discriminador parece q solo escuchan lo q les gusta escuchar el psicologo me dijo q el problema es suyo y no mio,es
1259,"Anoche descubrí que no solo las situaciones de la vida real me producen ansiedad, lo que me pasa en los sueños también",1,anoche descubri que no solo las situaciones de la vida real me producen ansiedad lo que me pasa en los suenos tambien,es
1271,Q pija tener ansiedad loco😣,1,q pija tener ansiedad loco,es
1274,"@Scissorsally_ Yo tuve ansiedad diagnosticada. Y en esas estuve un mes muy de bajón, pero mucho. Acabe ese mes pensando que igual tenía depresión. Pero es que tenía cita con la psicóloga 1 vez al mes (a veces cada 2 meses) +",1,yo tuve ansiedad diagnosticada y en esas estuve un mes muy de bajon pero mucho acabe ese mes pensando que igual tenia depresion pero es que tenia cita con la psicologa vez al mes veces cada meses,es
1279,ya no aguanto este dolor llamado la ansiedad y nervios se reflejan en mi digestión,1,ya no aguanto este dolor llamado la ansiedad y nervios se reflejan en mi digestion,es
1289,"Aceves solo quisiera que cualquier acto en el día no hiciera poner a tope mi ansiedad, no ocasionará que mi cabeza cree malos escenarios como los que crea, poder rescatar lo bueno, no despertarme en las madrugadas con el corazón a mil, pensando ¿Porque tengo que ser así?",1,aceves solo quisiera que cualquier acto en el dia no hiciera poner tope mi ansiedad no ocasionara que mi cabeza cree malos escenarios como los que crea poder rescatar lo bueno no despertarme en las madrugadas con el corazon mil pensando porque tengo que ser asi,es
1292,"@miiriiamsoler ... pero si es verdad que de alguna manera necesito reconducir esa ansiedad y gestionarla antes de llegar a ese punto.
(También estoy ahí un poco con una psicóloga viendo este tema",1,pero si es verdad que de alguna manera necesito reconducir esa ansiedad y gestionarla antes de llegar ese punto tambien estoy ahi un poco con una psicologa viendo este tema,es
1300,"Despertarme y no poder volver a dormir, de la ansiedad que manejó es algo que no le deseo a nadie",1,despertarme y no poder volver dormir de la ansiedad que manejo es algo que no le deseo nadie,es
1308,¿¿¿¿¿¿¿¿Como que tengo trastornos de ansiedad y  no es por que soy cáncer????????,1,como que tengo trastornos de ansiedad y no es por que soy cancer,es
1314,"@miiriiamsoler A mi es que me pasa, llevo años que en momentos de mucha ansiedad, hay algo que toca a mí niña interior y brota ... Y me dan episodios de diarreas y vómitos hasta el punto de haber tenido que ir a urgencias porque he vomitado sangre. Ahora esto está más controlado...",1,mi es que me pasa llevo anos que en momentos de mucha ansiedad hay algo que toca mi nina interior y brota y me dan episodios de diarreas y vomitos hasta el punto de haber tenido que ir urgencias porque he vomitado sangre ahora esto esta mas controlado,es
1315,Ole y esta depresión que??????,1,ole y esta depresion que,es
1318,"@FedericaMarutti A mi me pasa que lo que debo cambiar es estilo de vida.Depende de tu relación con la comida. Por ej. yo consumo por ansiedad, entonces el tema a atacar es la ansiedad no la dieta. Tendrías que ver cómo consumís y por qué lo hacés así. Ser consciente.Ver qué necesita el organismo.",1,mi me pasa que lo que debo cambiar es estilo de vida depende de tu relacion con la comida por ej yo consumo por ansiedad entonces el tema atacar es la ansiedad no la dieta tendrias que ver como consumis y por que lo haces asi ser consciente ver que necesita el organismo,es
1324,A la ansiedad le diría q me dejara descansar un poco q es muy pesada. https://t.co/gtMH6dfwLX,1,la ansiedad le diria q me dejara descansar un poco q es muy pesada,es
1333,"Ser gorda y vivir con depresión sin que nadie lo sepa es una mierda, pq todo el mundo piensa que simplemente eres vaga y por eso estas gorda",1,ser gorda y vivir con depresion sin que nadie lo sepa es una mierda pq todo el mundo piensa que simplemente eres vaga y por eso estas gorda,es
1334,"perdón por no contestarte, estaba teniendo un ataque de ansiedad",1,perdon por no contestarte estaba teniendo un ataque de ansiedad,es
1346,@sergio_enguita @IreneAguiarG @nyxaeternum Yo tengo ansiedad y depresión. Me estás hablando ahora y acordándome ergo estás atacando a un grupo vulnerable que somos todos los ansiosos y nos estás llevando al límite.... Me tienes que dar privilegios  y darme la razón.¿Jugamos a esto? Porque manipular lo sabemos hacer todos.,1,yo tengo ansiedad y depresion me estas hablando ahora y acordandome ergo estas atacando un grupo vulnerable que somos todos los ansiosos y nos estas llevando al limite me tienes que dar privilegios y darme la razon jugamos esto porque manipular lo sabemos hacer todos,es
1348,"Nadie habla de lo difícil que es tener ansiedad, dormir y levantarse cansado porque por mucho que duermas unas horas, el cuerpo no descansa.",1,nadie habla de lo dificil que es tener ansiedad dormir y levantarse cansado porque por mucho que duermas unas horas el cuerpo no descansa,es
1364,@juanpi0w0 como persona con depresión crónica hasta el punto de que apenas puede ir a clase ni mucho menos aprobar la verdad que tener dinero infinito para el resto de mi vida sin tener que hacer nada suena bien,1,como persona con depresion cronica hasta el punto de que apenas puede ir clase ni mucho menos aprobar la verdad que tener dinero infinito para el resto de mi vida sin tener que hacer nada suena bien,es
1373,mi cerebro está consciente de que tengo que ir a la psicóloga pero estoy tan ansiosa que no quiero entrar,1,mi cerebro esta consciente de que tengo que ir la psicologa pero estoy tan ansiosa que no quiero entrar,es
1394,"@Beatrice_sama quiza en un futuro no lo necesitemos! yo estoy trabajando en el tema psicplogico y hostias, mi nivel de ansiedad ha bajado a la mitad solo gestionanod y escribiendo las mierdas de las emociones y preocupaciones",1,quiza en un futuro no lo necesitemos yo estoy trabajando en el tema psicplogico y hostias mi nivel de ansiedad ha bajado la mitad solo gestionanod y escribiendo las mierdas de las emociones y preocupaciones,es
1417,"el alcohol no quita mi dolor ni mi ansiedad social, fumo para olvidar. Que cosa quiero olvidar? Todo, quiero estar solo pero si estoy solo pienso en todo lo que me hace daño. Pido que pares por favor.",1,el alcohol no quita mi dolor ni mi ansiedad social fumo para olvidar que cosa quiero olvidar todo quiero estar solo pero si estoy solo pienso en todo lo que me hace dano pido que pares por favor,es
1425,"@RedIzaK Awww como quiero que me abrazen así cuando estoy deprimido, es como dices la depresión apesta",1,awww como quiero que me abrazen asi cuando estoy deprimido es como dices la depresion apesta,es
1427,"Ya esto de llegar siempre temprano al laburo me cansa, voy a tener que arriesgarme y salir un poco más tarde, con lo que eso implica para una persona ansiosa.",1,ya esto de llegar siempre temprano al laburo me cansa voy tener que arriesgarme y salir un poco mas tarde con lo que eso implica para una persona ansiosa,es
1429,mis respetos para todos los que a diario atravesamos ataques de ansiedad solos❤️‍🩹,1,mis respetos para todos los que diario atravesamos ataques de ansiedad solos,es
1433,@Soyisa2419 Yo tengo diagnostico de ansiedad y ahora de alta tensión leve por seguir aqui. 🤡,1,yo tengo diagnostico de ansiedad y ahora de alta tension leve por seguir aqui,es
1434,"Ayer me dió un ataque de ansiedad horrible, pase tan mal",1,ayer me dio un ataque de ansiedad horrible pase tan mal,es
1435,"Un día voy ganando yo, el otro día va ganando la ansiedad; así es la guerra en mi vida",1,un dia voy ganando yo el otro dia va ganando la ansiedad asi es la guerra en mi vida,es
1444,"Ahí tuve el diagnóstico, ataques de ansiedad y de pánico desde pequeña, pero identificados y sabiendo qué eran desde 2012, el día que creí que iba a morirme ahogada en mis propias lágrimas en el vestuario del curro, volví de kberg a moabit a pie bajo la lluvia para q se me pasara",1,ahi tuve el diagnostico ataques de ansiedad y de panico desde pequena pero identificados y sabiendo que eran desde el dia que crei que iba morirme ahogada en mis propias lagrimas en el vestuario del curro volvi de kberg moabit pie bajo la lluvia para q se me pasara,es
1445,Dormí solo tres horas: Hi ansiedad!.,1,dormi solo tres horas hi ansiedad,es
1446,"En estos tiempos en que el clima no ayuda pero sí que influye, tiempos de presiones laborales, de incertidumbre económica y política, estando a un paso de la depresión es fácil caer en las garras de las drogas, hay que cuidarse! 😮 https://t.co/IQSxVJkhrA",1,en estos tiempos en que el clima no ayuda pero si que influye tiempos de presiones laborales de incertidumbre economica y politica estando un paso de la depresion es facil caer en las garras de las drogas hay que cuidarse,es
1460,Que arrecha es la ansiedad 🤢🤢,1,que arrecha es la ansiedad,es
1461,"voy a volver a redes sociales poco a poco y mi primer paso ha sido volver a ponerme Twitter publico, chúpate esa depresión 🤙",1,voy volver redes sociales poco poco y mi primer paso ha sido volver ponerme twitter publico chupate esa depresion,es
1476,q depresión tan hp la q tengo ishhh,1,q depresion tan hp la q tengo ishhh,es
1485,"Contexto:mi mamá se facturó ayer ls tibia y el peroné y está en el seguro pero todavía no le dan habitación y la tienen que operar

Estado : no sé en que estado estoy, ni orinar puedo de ansiedad q se yo",1,contexto mi mama se facturo ayer ls tibia y el perone y esta en el seguro pero todavia no le dan habitacion y la tienen que operar estado no se en que estado estoy ni orinar puedo de ansiedad q se yo,es
1491,Otro día donde mi depresión se apodera de mí,1,otro dia donde mi depresion se apodera de mi,es
1503,"Luchar contra la ansiedad es de las cosas más difíciles, sentir que se pierde el control de tu mente y muchas veces de tu cuerpo, requiere de mucho valor.",1,luchar contra la ansiedad es de las cosas mas dificiles sentir que se pierde el control de tu mente y muchas veces de tu cuerpo requiere de mucho valor,es
1511,"Porque eso sumale la ansiedad que ya tenía, que en parte mejoró este año, pero bueno no sé, ahora estoy en el punto de que no se que voy a hacer, seguir adelante supongo pero me va a costar mucho estar como estaba antes de todo esto, rollo a como estaba antes de pareja y tal",1,porque eso sumale la ansiedad que ya tenia que en parte mejoro este ano pero bueno no se ahora estoy en el punto de que no se que voy hacer seguir adelante supongo pero me va costar mucho estar como estaba antes de todo esto rollo como estaba antes de pareja y tal,es
1517,El Dios de la ansiedad descargando ansiedad sobre mi persona cada día que me despierto. https://t.co/Ya3TmjniOU,1,el dios de la ansiedad descargando ansiedad sobre mi persona cada dia que me despierto,es
1519,Una miajita de TAG diagnosticado desde 2017 gracias a una situación de acoso laboral en una cooperativa súper de izquierdas que me hizo acabar con un ataque de ansiedad en la consulta de mi médico de cabecera. https://t.co/ujTEoQL2CK,1,una miajita de tag diagnosticado desde gracias una situacion de acoso laboral en una cooperativa super de izquierdas que me hizo acabar con un ataque de ansiedad en la consulta de mi medico de cabecera,es
1528,quiero vomitar y no c. tengo mucha ansiedad otra vez,1,quiero vomitar y no c tengo mucha ansiedad otra vez,es
1543,"@JorgeMadriz13 @javichu73 Ya está aquí, pero te diagnostican ansiedad y tan panchos. Hasta que los síntomas ya no cuadran y te sueltan que vas teniendo años.",1,ya esta aqui pero te diagnostican ansiedad y tan panchos hasta que los sintomas ya no cuadran y te sueltan que vas teniendo anos,es
1561,Y me dió muchísima ansiedad culpa de esto. Me siento como el orto,1,y me dio muchisima ansiedad culpa de esto me siento como el orto,es
1562,"a este punto no tengo ni lágrimas ni decepción solo rabia porque era evidente que nunca me lo iba a contar para mantener la narrativa de víctima de la depresión, yo que iba a pensar que me pasaría algo así pero agradezco no sentir nada mas que cólera por haber dudado de mi",1,este punto no tengo ni lagrimas ni decepcion solo rabia porque era evidente que nunca me lo iba contar para mantener la narrativa de victima de la depresion yo que iba pensar que me pasaria algo asi pero agradezco no sentir nada mas que colera por haber dudado de mi,es
1564,como se sobrelleva un ataque de ansiedad en el trabajo?,1,como se sobrelleva un ataque de ansiedad en el trabajo,es
1572,"Lo que me costó dormirme, manejo niveles de ansiedad excesivos",1,lo que me costo dormirme manejo niveles de ansiedad excesivos,es
1591,@mesubelatension Y tengo factores personales que me hacen partir de un nivel ansioso más alto q el de otros y con todo eso siempre hay recaídas y la terapia es lo único que me da luz muchas veces,1,y tengo factores personales que me hacen partir de un nivel ansioso mas alto q el de otros y con todo eso siempre hay recaidas y la terapia es lo unico que me da luz muchas veces,es
1593,"@PropositoyVida al revés, la ansiedad te lleva a procastinar.",1,al reves la ansiedad te lleva procastinar,es
1601,Que ansiedad que cargo,1,que ansiedad que cargo,es
1607,la cantidad de alarmas que he tenido que apagar conscientemente desde las 5:50 a.m. sólo porque no me quiero levantar jsmclsñcmsñgms razón: mi depresión,1,la cantidad de alarmas que he tenido que apagar conscientemente desde las m solo porque no me quiero levantar jsmclsncmsngms razon mi depresion,es
