,Comentarios,Depresivo,TweetPre,Idioma
924,"Hacer un grupo y salir, para que ellas organicen me mata la ansiedad 😢",1,hacer grupo salir organicen mata ansiedad,es
931,la ansiedad me está consumiendo la vida,1,ansiedad consumiendo vida,es
943,"@MaoHolidayUK @LeonardojSierra Jajaja no q le daba ansiedad los exámenes, se desconcentraba y se le olvidaba todo??? Nadie lo va contratar por lástima, ya si superó esos miedo y complejos pues felicitaciones! 👌🏼",1,q daba ansiedad examenes desconcentraba olvidaba nadie va contratar lastima si supero miedo complejos pues felicitaciones,es
946,como putas hay gente que romantiza la ansiedad??? no tiene nada de chiva no poder estar 2 minutos sola sin volverme loca con mis propios pensamientos,1,putas gente romantiza ansiedad chiva poder minutos sola volverme loca propios pensamientos,es
948,comerte los dedos por la ansiedad es lo peor que te puede pasar,1,comerte dedos ansiedad peor puede pasar,es
953,El futuro prende mi ansiedad,1,futuro prende ansiedad,es
955,"@jmacius1984 @DCognitivos Pues imagínate a ellos 😑😑 ataques de ansiedad y 10 años luchando en los tribunales 🤝 probar su inocencia, además de del pastón gastado en abogados 🤷🏻‍♀️",1,pues imaginate ataques ansiedad ano luchando tribunales probar inocencia ademas paston gastado abogados,es
958,La ansiedad me va a dejar pelada,1,ansiedad va dejar pelada,es
959,"@Ypl32 Hola !!! Buen jueves..!!
Recién ahora estoy saliendo de la depresión q me produjo la noticia de q se iba...🙁😱",1,hola buen jueves recien ahora saliendo depresion q produjo noticia q iba,es
961,"Yo: *no bebo café entre semana por si me da insomnio/ansiedad*
mi compañera: son la 1 y llevo cuatro cafés hoy ahora voy a por el quinto",1,bebo cafe semana si da insomnio ansiedad companera llevo cuatro cafe hoy ahora voy quinto,es
971,"Una depresión cargo 😔😔😔
por qué se fue todo ala mierda ?
Si veníamos tan bien loco 🤦🏻‍♀️💔",1,depresion cargo ala mierda si veniamos tan bien loco,es
975,"🤔🤔Una 'playlist' de música, una pastilla alucinante y tres meses sin síntomas, así es la nueva terapia contra la depresión https://t.co/253qKJlBsb vía @ABC_Sociedad",1,playlist musica pastilla alucinante tres me sintomas asi nueva terapia depresion via,es
977,"Tremendo ataque de ansiedad me ha dado en clase, a ridícula no me gana nadie :)",1,tremendo ataque ansiedad dado clase ridicula gana nadie,es
978,"@protestona1 @elmundoes Verás en Mayo, tu depresión va a ser legendaria🤣🤣🤣🤣🤣",1,veras mayo depresion va ser legendaria,es
992,"@uruguaynoma12 @Nacional @PumaRodriguez04 @Uruguay Ojalá, me gana la ansiedad",1,ojala gana ansiedad,es
994,dios mío todo depende de esta tarde y la ansiedad que cargo es abusa,1,dios mio depende tarde ansiedad cargo abusa,es
996,Odio cómo la ansiedad me da ganas de vomitar todo el tiempo.,1,odio ansiedad da ganas vomitar tiempo,es
998,@teffff17 @Verbena988 X2 jajaja ahora me veré en la penosa situación de ir a buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza 🥹,1,x ahora vere penosa situacion ir buscar pistilo ansiedad saca duda cabeza,es
999,"Ando tan ansiosa que me cuesta dormir, pero no veo la hora de salir de aquí y empezar una nueva vida, una nueva todo, con miedo pero pa lante.",1,ando tan ansiosa cuesta dormir veo hora salir aqui empezar nueva vida nueva miedo pa lante,es
1006,Aunque te diga que estoy bien tengo ansiedad,1,aunque diga bien ansiedad,es
1012,"Ayer tuve consulta y salí feliz, nerviosa, ansiosa, de todo🥴⏳😍",1,ayer consulta sali feliz nerviosa ansiosa,es
1017,"*Mi mamá se enferma de la gripe*
Mi ansiedad inmediatamente: Se va a morir🥺",1,mama enferma gripe ansiedad inmediatamente va morir,es
1024,necesito hablar con alguien tengo mucha ansiedad :( ya llame a todes pero mimiendo gaby fue la guerrera que me contestó,1,necesito hablar alguien mucha ansiedad llame todes mimiendo gaby guerrera contesto,es
1026,Me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,1,tomando unas pastillas entrenar di cuenta generaba tronco ansiedad,es
1028,Pude haber nacido con millones pero naci con ansiedad,1,pude haber nacido millones naci ansiedad,es
1033,"#CuerpoMenteEspiritu, la salud mental ese problema del siglo XXI es importante detectar las señales a tiempo y buscar la ayuda apropiada: ansiedad,insomnio, falta de concentración, encierro… https://t.co/zFYldbVvrI",1,cuerpomenteespiritu salud mental problema siglo xxi importante detectar senales tiempo buscar ayuda apropiada ansiedad insomnio falta concentracion encierro,es
1036,"pero y yo ahora por qué tengo ansiedad @ universo, que todo va bien",1,ahora ansiedad universo va bien,es
1041,Creo que perdí todo tipo de hype por yashahime. Ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime. Ojalá cuando salga el capítulo del manga me vuelva pero ya ni se que pensar https://t.co/LJ6U91Z8AV,1,creo perdi tipo hype yashahime ansiosa manga importa continuacion anime ojala salga capitulo manga vuelva pensar,es
1044,"estoy en el curso y siento ansiedad, ya me quiero ir a mi casa 🤙🏻",1,curso siento ansiedad quiero ir casa,es
1056,Entro en crisis  de ansiedad  *procede hacer pan*  80 años tengo,1,entro crisis ansiedad procede hacer pan ano,es
1057,Hoy se come Fugazzeta rellena y noche de heladerías. Se cancela la depresión 🎉🎊,1,hoy come fugazzeta rellena noche heladerias cancela depresion,es
1060,@oliideolivia Jose tomas: el suicidio 😃😃😃😃 la depresión 😆😆😝😝,1,jose tomas suicidio depresion,es
1071,"Mis ataques de ansiedad se ven así

Yo por fuera     //     Yo por dentro https://t.co/yviSEoWZn4 https://t.co/eiVyBdSg20",1,ataques ansiedad ven asi dentro,es
1072,"Estúpido yo ?
Estúpida la gente que se corta las 
venas solo por depresión",1,estupido estupida gente corta vena solo depresion,es
1080,"""La vida sucede. No tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar"".",1,vida sucede disgustada deprimida cosas puedes controlar cambiar,es
1097,"No me saco de la cabeza ese día que te pusiste a llorar de lo mal que me veías, el día que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte. 
Eras lo único que tenía, la única persona que me comprendía.🦆🤍",1,saco cabeza dia pusiste llorar mal veias dia ayudaste agarro ataque ansiedad tan fuerte unico tenia unica persona comprendia,es
1098,Estoy más ansiosa yo que celeste 🤦🏻‍♀️,1,ma ansiosa celeste,es
1114,Que ansiedad de que sea mañana mk,1,ansiedad manana mk,es
1117,tengo las manos horribles de la ansiedad 😭😭😭,1,manos horribles ansiedad,es
1118,"@VenezuelaSaime no eh dormido de la ansiedad y la angustia como es posible que pague 2 tramites y aun no tenga asignación de cita nacional, les pido revisar mi caso, estimados quiero dar fe de que si responden a los usuarios",1,eh dormido ansiedad angustia posible pague tramites aun asignacion cita nacional pido revisar caso estimados quiero dar fe si responden usuarios,es
1122,"Si quieren ayudar a alguien con depresión, ansiedad o cualquier otra condición de salud mental, por favor, NO LE DIGAN que ponga de su parte...
Es tan ilógico como decirle a un hipertenso que ponga de su parte y baje su tensión sin tratamiento 🤡",1,si quieren ayudar alguien depresion ansiedad cualquier condicion salud mental favor digan ponga parte tan ilogico decirle hipertenso ponga parte baje tension tratamiento,es
1140,puta depresión ya déjame en paz,1,puta depresion dejame paz,es
1145,Hoy me esta costando horrores controlar mi ansiedad,1,hoy costando horrores controlar ansiedad,es
1151,volvemos a mi episodio favorito de depresión y tristeza,1,volvemos episodio favorito depresion tristeza,es
1157,"Perdon si no estado muy  activa , e tenido muchos problemas familiares y e tenido muchas cosas que hacer , estoy deprimida y no e tenido muchos animos de hacer contenido para ustedes 🥺❤️ intento mejorar y dejar de estar depre 🥹 espero me sigan queriendo 💟 LOS QUIERO 🥺",1,perdon si activa problemas familiares muchas cosas hacer deprimida animos hacer contenido ustedes intento mejorar dejar depre espero sigan queriendo quiero,es
1160,No he escuchado ninguna pero mi ansiedad me dice que lo haga,1,escuchado ninguna ansiedad dice haga,es
1162,Descubrí a alguien más ansioso que yo 🤣,1,descubri alguien ma ansioso,es
1183,@ydbg99 @Liiiisss07 Me da ansiedad cuando procastino alguno 🥹🥹,1,da ansiedad procastino alguno,es
1190,voy a entrar en depresión ctm que rabia,1,voy entrar depresion ctm rabia,es
1206,Este día me hunde en la depresión total,1,dia hunde depresion total,es
1207,"@kluivert15 @TimmyOToole10 @MuriqiVedat @RCD_Mallorca Ahí este chico del Valencia tiene razón.
Creo que pasó por algún tipo de depresión y eso no es ninguna broma",1,ahi chico valencia razon creo paso algun tipo depresion ninguna broma,es
1217,Que tu psicologa te pregunte que si te medicas o te has medicado por la depresion &lt;&lt;&lt;&lt;&lt;&lt;,1,psicologa pregunte si medicas medicado depresion lt lt lt lt lt lt,es
1222,"Estoy estresada tomándome medicación para no tener ansiedad, no me quiero imaginarme cómo estaría si no la tomase",1,estresada tomandome medicacion tener ansiedad quiero imaginarme estaria si tomase,es
1224,"@elprogramadear Una crisis de ansiedad es algo muy serio , Gk ¿NO? Pues claro q sii ##",1,crisis ansiedad serio gk pues claro q sii,es
1226,Levantarme con esta ansiedad es lo peor,1,levantarme ansiedad peor,es
1227,A qué punto hemos llegado para que exponer delante de un grupo de personas sea causante de ataques de ansiedad???,1,punto llegado exponer delante grupo persona causante ataques ansiedad,es
1228,Tremendo ataque de ansiedad m dio en clase,1,tremendo ataque ansiedad m dio clase,es
1236,Mk mi ansiedad está volviendo🙄,1,mk ansiedad volviendo,es
1244,@Scissorsally_ Creo que el motivo principal fue que no sabía qué hacer para estar un poco mejor y poder seguir con mi vida. No tenía depresión fue a causa de la ansiedad. Pero para mí fue por buscar una solución.,1,creo motivo principal sabia hacer mejor poder seguir vida tenia depresion causa ansiedad buscar solucion,es
1246,"@sorricilla La tricotilomanía es un tipo de TOC, ya lo sabrás. Normalmente responde  a estados de ansiedad o estrés que no puedes manejar de otra forma. Suelen mandar ISRS pero tú ya llevas alguno.",1,tricotilomania tipo toc sabra normalmente responde ansiedad estres puedes manejar forma suelen mandar isrs llevas alguno,es
1249,"Muerto xd, ya en la noche todos ya estaban simbrados por el alcohol comenzábamos ver el cielo, todos admiraban la bonita vista, pero yo me sentía como que ansioso a ver tantas estrellas y ver cómo algunas se desviaban de forma extraña, dirigiéndose a donde estábamos todos",1,muerto xd noche simbrados alcohol comenzabamos ver cielo admiraban bonita vista sentia ansioso ver tantas estrellas ver desviaban forma extrana dirigiendose estabamos,es
1252,Estoy muy apesadumbrado; al borde d la depresión. Saben xq? CAGGIANI ME BLOQUEÓ. No soporto mis comentarios. Parece q aquello de “EL FA TE ESCUCHA” es selectivo y discriminador. Parece q solo escuchan lo q les gusta escuchar. El psicólogo me dijo q el problema es suyo y no mío 😜,1,apesadumbrado borde d depresion saben xq caggiani bloqueo soporto comentarios parece q aquello fa escucha selectivo discriminador parece q solo escuchan q gusta escuchar psicologo dijo q problema mio,es
1259,"Anoche descubrí que no solo las situaciones de la vida real me producen ansiedad, lo que me pasa en los sueños también",1,anoche descubri solo situaciones vida real producen ansiedad pasa suenos tambien,es
1271,Q pija tener ansiedad loco😣,1,q pija tener ansiedad loco,es
1274,"@Scissorsally_ Yo tuve ansiedad diagnosticada. Y en esas estuve un mes muy de bajón, pero mucho. Acabe ese mes pensando que igual tenía depresión. Pero es que tenía cita con la psicóloga 1 vez al mes (a veces cada 2 meses) +",1,ansiedad diagnosticada me bajon acabe me pensando igual tenia depresion tenia cita psicologa vez me veces cada me,es
1279,ya no aguanto este dolor llamado la ansiedad y nervios se reflejan en mi digestión,1,aguanto dolor llamado ansiedad nervios reflejan digestion,es
1289,"Aceves solo quisiera que cualquier acto en el día no hiciera poner a tope mi ansiedad, no ocasionará que mi cabeza cree malos escenarios como los que crea, poder rescatar lo bueno, no despertarme en las madrugadas con el corazón a mil, pensando ¿Porque tengo que ser así?",1,aceves solo quisiera cualquier acto dia hiciera poner tope ansiedad ocasionara cabeza cree malos escenarios crea poder rescatar bueno despertarme madrugadas corazon mil pensando ser asi,es
1292,"@miiriiamsoler ... pero si es verdad que de alguna manera necesito reconducir esa ansiedad y gestionarla antes de llegar a ese punto.
(También estoy ahí un poco con una psicóloga viendo este tema",1,si verdad alguna manera necesito reconducir ansiedad gestionarla llegar punto tambien ahi psicologa viendo tema,es
1300,"Despertarme y no poder volver a dormir, de la ansiedad que manejó es algo que no le deseo a nadie",1,despertarme poder volver dormir ansiedad manejo deseo nadie,es
1308,¿¿¿¿¿¿¿¿Como que tengo trastornos de ansiedad y  no es por que soy cáncer????????,1,trastornos ansiedad cancer,es
1314,"@miiriiamsoler A mi es que me pasa, llevo años que en momentos de mucha ansiedad, hay algo que toca a mí niña interior y brota ... Y me dan episodios de diarreas y vómitos hasta el punto de haber tenido que ir a urgencias porque he vomitado sangre. Ahora esto está más controlado...",1,pasa llevo ano momentos mucha ansiedad toca nina interior brota dan episodios diarreas vomitos punto haber ir urgencias vomitado sangre ahora ma controlado,es
1315,Ole y esta depresión que??????,1,ole depresion,es
1318,"@FedericaMarutti A mi me pasa que lo que debo cambiar es estilo de vida.Depende de tu relación con la comida. Por ej. yo consumo por ansiedad, entonces el tema a atacar es la ansiedad no la dieta. Tendrías que ver cómo consumís y por qué lo hacés así. Ser consciente.Ver qué necesita el organismo.",1,pasa debo cambiar estilo vida depende relacion comida ej consumo ansiedad entonces tema atacar ansiedad dieta tendrias ver consumis haces asi ser consciente ver necesita organismo,es
1324,A la ansiedad le diría q me dejara descansar un poco q es muy pesada. https://t.co/gtMH6dfwLX,1,ansiedad diria q dejara descansar q pesada,es
1333,"Ser gorda y vivir con depresión sin que nadie lo sepa es una mierda, pq todo el mundo piensa que simplemente eres vaga y por eso estas gorda",1,ser gorda vivir depresion nadie sepa mierda pq mundo piensa simplemente vaga gorda,es
1334,"perdón por no contestarte, estaba teniendo un ataque de ansiedad",1,perdon contestarte ataque ansiedad,es
1346,@sergio_enguita @IreneAguiarG @nyxaeternum Yo tengo ansiedad y depresión. Me estás hablando ahora y acordándome ergo estás atacando a un grupo vulnerable que somos todos los ansiosos y nos estás llevando al límite.... Me tienes que dar privilegios  y darme la razón.¿Jugamos a esto? Porque manipular lo sabemos hacer todos.,1,ansiedad depresion hablando ahora acordandome ergo atacando grupo vulnerable ansiosos llevando limite dar privilegios darme razon jugamos manipular sabemos hacer,es
1348,"Nadie habla de lo difícil que es tener ansiedad, dormir y levantarse cansado porque por mucho que duermas unas horas, el cuerpo no descansa.",1,nadie habla dificil tener ansiedad dormir levantarse cansado duermas unas horas cuerpo descansa,es
1364,@juanpi0w0 como persona con depresión crónica hasta el punto de que apenas puede ir a clase ni mucho menos aprobar la verdad que tener dinero infinito para el resto de mi vida sin tener que hacer nada suena bien,1,persona depresion cronica punto apenas puede ir clase menos aprobar verdad tener dinero infinito resto vida tener hacer suena bien,es
1373,mi cerebro está consciente de que tengo que ir a la psicóloga pero estoy tan ansiosa que no quiero entrar,1,cerebro consciente ir psicologa tan ansiosa quiero entrar,es
1394,"@Beatrice_sama quiza en un futuro no lo necesitemos! yo estoy trabajando en el tema psicplogico y hostias, mi nivel de ansiedad ha bajado a la mitad solo gestionanod y escribiendo las mierdas de las emociones y preocupaciones",1,quiza futuro necesitemos trabajando tema psicplogico hostias nivel ansiedad bajado mitad solo gestionanod escribiendo mierdas emociones preocupaciones,es
1417,"el alcohol no quita mi dolor ni mi ansiedad social, fumo para olvidar. Que cosa quiero olvidar? Todo, quiero estar solo pero si estoy solo pienso en todo lo que me hace daño. Pido que pares por favor.",1,alcohol quita dolor ansiedad social fumo olvidar cosa quiero olvidar quiero solo si solo pienso hace dano pido pares favor,es
1425,"@RedIzaK Awww como quiero que me abrazen así cuando estoy deprimido, es como dices la depresión apesta",1,awww quiero abrazen asi deprimido dice depresion apesta,es
1427,"Ya esto de llegar siempre temprano al laburo me cansa, voy a tener que arriesgarme y salir un poco más tarde, con lo que eso implica para una persona ansiosa.",1,llegar siempre temprano laburo cansa voy tener arriesgarme salir ma tarde implica persona ansiosa,es
1429,mis respetos para todos los que a diario atravesamos ataques de ansiedad solos❤️‍🩹,1,respetos diario atravesamos ataques ansiedad solo,es
1433,@Soyisa2419 Yo tengo diagnostico de ansiedad y ahora de alta tensión leve por seguir aqui. 🤡,1,diagnostico ansiedad ahora alta tension leve seguir aqui,es
1434,"Ayer me dió un ataque de ansiedad horrible, pase tan mal",1,ayer dio ataque ansiedad horrible pase tan mal,es
1435,"Un día voy ganando yo, el otro día va ganando la ansiedad; así es la guerra en mi vida",1,dia voy ganando dia va ganando ansiedad asi guerra vida,es
1444,"Ahí tuve el diagnóstico, ataques de ansiedad y de pánico desde pequeña, pero identificados y sabiendo qué eran desde 2012, el día que creí que iba a morirme ahogada en mis propias lágrimas en el vestuario del curro, volví de kberg a moabit a pie bajo la lluvia para q se me pasara",1,ahi diagnostico ataques ansiedad panico pequena identificados sabiendo dia crei iba morirme ahogada propias lagrimas vestuario curro volvi kberg moabit pie bajo lluvia q pasara,es
1445,Dormí solo tres horas: Hi ansiedad!.,1,dormi solo tres horas hi ansiedad,es
1446,"En estos tiempos en que el clima no ayuda pero sí que influye, tiempos de presiones laborales, de incertidumbre económica y política, estando a un paso de la depresión es fácil caer en las garras de las drogas, hay que cuidarse! 😮 https://t.co/IQSxVJkhrA",1,tiempos clima ayuda si influye tiempos presiones laborales incertidumbre economica politica paso depresion facil caer garras drogas cuidarse,es
1460,Que arrecha es la ansiedad 🤢🤢,1,arrecha ansiedad,es
1461,"voy a volver a redes sociales poco a poco y mi primer paso ha sido volver a ponerme Twitter publico, chúpate esa depresión 🤙",1,voy volver redes sociales primer paso sido volver ponerme twitter publico chupate depresion,es
1476,q depresión tan hp la q tengo ishhh,1,q depresion tan hp q ishhh,es
1485,"Contexto:mi mamá se facturó ayer ls tibia y el peroné y está en el seguro pero todavía no le dan habitación y la tienen que operar

Estado : no sé en que estado estoy, ni orinar puedo de ansiedad q se yo",1,contexto mama facturo ayer l tibia perone seguro todavia dan habitacion operar orinar puedo ansiedad q,es
1491,Otro día donde mi depresión se apodera de mí,1,dia depresion apodera,es
1503,"Luchar contra la ansiedad es de las cosas más difíciles, sentir que se pierde el control de tu mente y muchas veces de tu cuerpo, requiere de mucho valor.",1,luchar ansiedad cosas ma dificiles sentir pierde control mente muchas veces cuerpo requiere valor,es
1511,"Porque eso sumale la ansiedad que ya tenía, que en parte mejoró este año, pero bueno no sé, ahora estoy en el punto de que no se que voy a hacer, seguir adelante supongo pero me va a costar mucho estar como estaba antes de todo esto, rollo a como estaba antes de pareja y tal",1,sumale ansiedad tenia parte mejoro ano bueno ahora punto voy hacer seguir adelante supongo va costar rollo pareja tal,es
1517,El Dios de la ansiedad descargando ansiedad sobre mi persona cada día que me despierto. https://t.co/Ya3TmjniOU,1,dios ansiedad descargando ansiedad persona cada dia despierto,es
1519,Una miajita de TAG diagnosticado desde 2017 gracias a una situación de acoso laboral en una cooperativa súper de izquierdas que me hizo acabar con un ataque de ansiedad en la consulta de mi médico de cabecera. https://t.co/ujTEoQL2CK,1,miajita tag diagnosticado gracias situacion acoso laboral cooperativa super izquierdas hizo acabar ataque ansiedad consulta medico cabecera,es
1528,quiero vomitar y no c. tengo mucha ansiedad otra vez,1,quiero vomitar c mucha ansiedad vez,es
1543,"@JorgeMadriz13 @javichu73 Ya está aquí, pero te diagnostican ansiedad y tan panchos. Hasta que los síntomas ya no cuadran y te sueltan que vas teniendo años.",1,aqui diagnostican ansiedad tan panchos sintomas cuadran sueltan va ano,es
1561,Y me dió muchísima ansiedad culpa de esto. Me siento como el orto,1,dio muchisima ansiedad culpa siento orto,es
1562,"a este punto no tengo ni lágrimas ni decepción solo rabia porque era evidente que nunca me lo iba a contar para mantener la narrativa de víctima de la depresión, yo que iba a pensar que me pasaría algo así pero agradezco no sentir nada mas que cólera por haber dudado de mi",1,punto lagrimas decepcion solo rabia evidente nunca iba contar mantener narrativa victima depresion iba pensar pasaria asi agradezco sentir ma colera haber dudado,es
1564,como se sobrelleva un ataque de ansiedad en el trabajo?,1,sobrelleva ataque ansiedad trabajo,es
1572,"Lo que me costó dormirme, manejo niveles de ansiedad excesivos",1,costo dormirme manejo niveles ansiedad excesivos,es
1591,@mesubelatension Y tengo factores personales que me hacen partir de un nivel ansioso más alto q el de otros y con todo eso siempre hay recaídas y la terapia es lo único que me da luz muchas veces,1,factores personales hacen partir nivel ansioso ma alto q siempre recaidas terapia unico da luz muchas veces,es
1593,"@PropositoyVida al revés, la ansiedad te lleva a procastinar.",1,ref ansiedad lleva procastinar,es
1601,Que ansiedad que cargo,1,ansiedad cargo,es
1607,la cantidad de alarmas que he tenido que apagar conscientemente desde las 5:50 a.m. sólo porque no me quiero levantar jsmclsñcmsñgms razón: mi depresión,1,cantidad alarmas apagar conscientemente m solo quiero levantar jsmclsncmsngms razon depresion,es
1623,"@mesubelatension Psicólogo, psicólogo y más psicólogo. Lo que me funciona a mi a ti no. Yo no llego a tener ataques de pánico pero mis pulsaciones siempre están altas… en mi caso respiraciones y pensamientos alternativos me funciona muy bien pero soy una persona ansioso-depresiva crónica",1,psicologo psicologo ma psicologo funciona llego tener ataques panico pulsaciones siempre estan altas caso respiraciones pensamientos alternativos funciona bien persona ansioso depresiva cronica,es
1625,Odio sentir que la ansiedad está volviendo por cosas inútiles,1,odio sentir ansiedad volviendo cosas inutiles,es
1628,"Que mal que dormí amigo , necesito algo que me calme pq la ansiedad y los nervios me están matando.",1,mal dormi amigo necesito calme pq ansiedad nervios estan matando,es
1631,"Tengo la mejor idea del mundo, pero la depresión a veces puede más. Me cuesta ponerme manos a la obra.",1,mejor idea mundo depresion veces puede ma cuesta ponerme manos obra,es
1639,"Que ansiedad
Que estres
Que fastidio todo.",1,ansiedad estres fastidio,es
1656,Tener tal punto de ansiedad que estas tan tranquila estudiando y PUM pinchazo en el pecho.,1,tener tal punto ansiedad tan tranquila estudiando pum pinchazo pecho,es
1664,Desperté con una crisis de depresión así que me puse a limpiar el apartamento para ocupar la mente. La depresión sigue pero el apartamento quedó impecable.,1,desperte crisis depresion asi puse limpiar apartamento ocupar mente depresion sigue apartamento quedo impecable,es
1675,"Hoy rindo y el pel0tud0 con el que salgo esta hace día y medio haciendo de cuenta q no existo porque le pinto cuando yo tengo más ansiedad que la mierda. No sean esa clase de gente, porfa. Tampoco sean como yo que me ando bancando esta gilada, tengan amor propio y pongan límites.",1,hoy rindo pel tud salgo hace dia medio haciendo cuenta q existo pinto ma ansiedad mierda clase gente porfa tampoco ando bancando gilada amor propio pongan limites,es
1695,Se llevan a nuestro Whiskito :( Mandy y él se pasan los días jugando y está más feliz que nunca y justo ahora que se llevan tan bien lo van a adoptar........ destrozada dolida traicionada apuñalada rota deprimida https://t.co/QoRRoupNlo,1,llevan whiskito mandy pasan dia jugando ma feliz nunca justo ahora llevan tan bien van adoptar destrozada dolida traicionada apunalada rota deprimida,es
1696,"Me consumen los nervios, la angustia y la ansiedad todo junto 😭",1,consumen nervios angustia ansiedad junto,es
1699,"@IlluCochesitos @Cat_Girl_15 Manipulación, actitud negativa, fingir depresión 💀 y un par de cosas más",1,manipulacion actitud negativa fingir depresion par cosas ma,es
1700,"@Juanma7115 Ni me recuerdes ese momento. Casi tengo un ataque de ansiedad. Tuve que salir de Müller, respirar tranquila y comenzar por lo que entendía.
Después me di cuenta que tenían personal para ayudar con la compra.",1,recuerdes momento casi ataque ansiedad salir muller respirar tranquila comenzar entendia despues di cuenta tenian personal ayudar compra,es
1701,"Actualización: me agarró un ataque de ansiedad porque el micro era chiquito, no dormí casi nada, me mareé pese a que tomé dramamine. Ya a la segunda hora me empecé a desesperar e imploraba que se pasara rápido. https://t.co/R4gNnmXrhn",1,actualizacion agarro ataque ansiedad micro chiquito dormi casi maree pese tome dramamine segunda hora empece desesperar imploraba pasara rapido,es
1708,"Buenos dias en la mierda, anoche tuve un ataque de ansiedad muy fuerte, me tuve que tomar lorazepam mas las pastillas que ya me tomo para dormir y a parte de la migraña que tengo, no dejo de pensar que por habermelo tomado he tirado este ciclo a la basura",1,buenos dia mierda anoche ataque ansiedad fuerte tomar lorazepam ma pastillas tomo dormir parte migrana dejo pensar habermelo tomado tirado ciclo basura,es
1728,"Llevo literalmente MESES sin sentir NADA de ansiedad
Por que sera? 🤔🤭",1,llevo literalmente me sentir ansiedad serum,es
1729,Nunc había odiado tanto los ataques de ansiedad hasta hoy.,1,nunc habia odiado ataques ansiedad hoy,es
1733,"no me soporto esta ansiedad que vengo manejando, sólo quiero dormirme :(",1,soporto ansiedad vengo manejando solo quiero dormirme,es
1741,"@Medicilio Gracias, necesitaba esto más de lo que pensaba... Te contesto llorando. Me puede la ansiedad.",1,gracias necesitaba ma pensaba contesto llorando puede ansiedad,es
1742,"Ya no quiero despertar mas asi , maldita ansiedad.",1,quiero despertar ma asi maldita ansiedad,es
1745,@RodriguezYeyci Que difícil es vivir con ansiedad😔,1,dificil vivir ansiedad,es
1747,Iba a decir amistades por mi ansiedad pero vos decis que vale la pena alguien que no se quedo a acompañarte en tu peor momento? https://t.co/W2zy8FS4rJ,1,iba decir amistades ansiedad vos decis vale pena alguien quedo acompanarte peor momento,es
1749,"Hace años me daba ansiedad ver mensajes sin leer ni contestar, ahora los colecciono JAJAJAJAJAJAJ",1,hace ano daba ansiedad ver mensajes leer contestar ahora colecciono,es
1753,la ansiedad q manejo proximamente internada otra veZ,1,ansiedad q manejo proximamente internada vez,es
1754,@Sagitario_FZO Querer estar solo no es sinónimo de depresión 🙄,1,querer solo sinonimo depresion,es
1761,La ansiedad que manejo lcdm,1,ansiedad manejo lcdm,es
1766,Escribir un diario para la ansiedad: ¿cómo hacerlo bien? https://t.co/ET9V3jI5wm,1,escribir diario ansiedad hacerlo bien,es
1768,Hoy aproveché que la depresión no me invadió para hacer cosas tan básicas como arreglarme sin que me cueste tanto.,1,hoy aproveche depresion invadio hacer cosas tan basicas arreglarme cueste,es
1771,Había 2 personajes que eran pareja y shippeaba con todo mi corazón y decidieron que uno el meta los cuernos 😓 PORQUE ME HACEN ESTO? Ahora voy a estar deprimida toda la semana por una relación que no es la mía.,1,habia personajes pareja shippeaba corazon decidieron meta cuernos hacen ahora voy deprimida toda semana relacion mia,es
1776,"No me apresuraré, todo a su tiempo, pero estoy segura que aprovecharé desde ahora en adelante cada oportunidad. No quiero más angustias, ni saber de ansiedad como también dolores en el pecho, que solo quienes han pasado por estas crisis emocionales me entenderán",1,apresurare tiempo segura aprovechare ahora adelante cada oportunidad quiero ma angustias saber ansiedad tambien dolores pecho solo pasado crisis emocionales entenderan,es
1779,"emi empezando la carrera: elegí psicología xq tuvo mucha relación con mi familia durante toda mi vida
emi terminando segundo: no puedo estudiar depresión xq me acuerdo de mi abuela y me largo a llorar https://t.co/qlzhNU3BY6",1,emi empezando carrera elegi psicologia xq mucha relacion familia toda vida emi terminando segundo puedo estudiar depresion xq acuerdo abuela largo llorar,es
1782,shorty tu eres la culpable de mi depresion.,1,shorty culpable depresion,es
1788,@escritosheart Es un dolor muy feo en el pechito y ansiedad :(,1,dolor feo pechito ansiedad,es
1790,cómo se supone q yo siga con la ansiedad por 14 hrs más,1,supone q siga ansiedad hr ma,es
1791,"@catamaterile Como no pensó que el avión se iba a caer o algo por el estilo, para mi es difícil pensar que el miedo solo se debe a la ansiedad.",1,penso avion iba caer estilo dificil pensar miedo solo debe ansiedad,es
1792,@valentinavld Todos pegando la Jeta de eso me dio ansiedad,1,pegando jeta dio ansiedad,es
1795,hola porque los profes no m responden por el teams? no entienden q estan siendo la causa d mi ansiedad? 🙋🏻‍♀️🙋🏻‍♀️,1,hola profes m responden team entienden q estan siendo causa d ansiedad,es
1800,"@mamer_28 @BoeroQuiroz La depresión no solo es por amor, es porque sientes que el mundo en general está en tu contra, en el trabajo, con tu familia, no has podido lograr metas, etc. Que bueno que tú mismo te impulses a seguir adelante, bendiciones.",1,depresion solo amor sientes mundo general trabajo familia podido lograr metas etc bueno mismo impulse seguir adelante bendiciones,es
